Company,Organization,Date,Headline,Article,Relevance
GOOG,Alphabet Inc,16-06-2015,Critics due to get EU's Google antitrust charge sheet this week - sources ,BRUSSELS  June 16 Microsoft  German publisher Axel Springer and 17 other critics of Google are expected to get a copy of the EU's antitrust charge sheet against the search engine giant this week in order to allow them to provide feedback  four people familiar with the matter said on Tuesday.,normal
GOOGL,Alphabet Inc,16-06-2015,Critics due to get EU's Google antitrust charge sheet this week: sources ,BRUSSELS Microsoft  German publisher Axel Springer and 17 other critics of Google are expected to get a copy of the EU's antitrust charge sheet against the search engine giant this week in order to allow them to provide feedback  four people familiar with the matter said on Tuesday.,topStory
GOOGL,Alphabet Inc,16-06-2015,Critics due to get EU's Google antitrust charge sheet this week - sources ,BRUSSELS  June 16 Microsoft  German publisher Axel Springer and 17 other critics of Google are expected to get a copy of the EU's antitrust charge sheet against the search engine giant this week in order to allow them to provide feedback  four people familiar with the matter said on Tuesday.,normal
GOOG,Alphabet Inc,18-06-2015,Google critics given month to comment on EU antitrust charges ,European antitrust regulators have sent copies of their charges against Google to critics of the U.S. tech giant and given them a month to comment  one of the complainants said on Thursday.,normal
GOOG,Alphabet Inc,18-06-2015,Google critics given month to comment on EU antitrust charges ,LONDON European antitrust regulators have sent copies of their charges against Google to critics of the U.S. tech giant and given them a month to comment  one of the complainants said on Thursday.,normal
GOOG,Alphabet Inc,18-06-2015,Google critics given month to comment on EU antitrust charges ,LONDON  June 18 European antitrust regulators have sent copies of their charges against Google to critics of the U.S. tech giant and given them a month to comment  one of the complainants said on Thursday.,normal
GOOG,Alphabet Inc,18-06-2015,Permira  Google may jointly bid for Tesco's data unit: source ,Internet search giant Google Inc  and private equity fund Permira [PERM.UL] are in talks to make a joint bid for British retailer Tesco Plc's  customer data business  a source familiar with the matter said.,normal
GOOG,Alphabet Inc,18-06-2015,Permira  Google may jointly bid for Tesco's data unit - source ,June 18 Internet search giant Google Inc  and private equity fund Permira are in talks to make a joint bid for British retailer Tesco Plc's  customer data business  a source familiar with the matter said.,normal
GOOG,Alphabet Inc,18-06-2015,BRIEF-Ingenico Group and Google collaborate on cross-border e-commerce ,* Ingenico Payment Services and Google will launch the collaboration with a pilot solution in Belgium as a first step,normal
GOOGL,Alphabet Inc,18-06-2015,Google critics given month to comment on EU antitrust charges ,European antitrust regulators have sent copies of their charges against Google to critics of the U.S. tech giant and given them a month to comment  one of the complainants said on Thursday.,normal
GOOGL,Alphabet Inc,18-06-2015,Google critics given month to comment on EU antitrust charges ,LONDON European antitrust regulators have sent copies of their charges against Google to critics of the U.S. tech giant and given them a month to comment  one of the complainants said on Thursday.,normal
GOOGL,Alphabet Inc,18-06-2015,Google critics given month to comment on EU antitrust charges ,LONDON  June 18 European antitrust regulators have sent copies of their charges against Google to critics of the U.S. tech giant and given them a month to comment  one of the complainants said on Thursday.,normal
GOOGL,Alphabet Inc,18-06-2015,Permira  Google may jointly bid for Tesco's data unit: source ,Internet search giant Google Inc  and private equity fund Permira [PERM.UL] are in talks to make a joint bid for British retailer Tesco Plc's  customer data business  a source familiar with the matter said.,normal
GOOGL,Alphabet Inc,18-06-2015,Permira  Google may jointly bid for Tesco's data unit - source ,June 18 Internet search giant Google Inc  and private equity fund Permira are in talks to make a joint bid for British retailer Tesco Plc's  customer data business  a source familiar with the matter said.,normal
GOOGL,Alphabet Inc,18-06-2015,BRIEF-Ingenico Group and Google collaborate on cross-border e-commerce ,* Ingenico Payment Services and Google will launch the collaboration with a pilot solution in Belgium as a first step,normal
GOOG,Alphabet Inc,22-06-2015,U.S. Supreme Court rejects Google patent appeal over Street View ,WASHINGTON Google Inc will have to defend claims that its Street View mapping software violates patents held by Vederi LLC after the U.S. Supreme Court on Monday declined to take up the company's appeal.,topStory
GOOG,Alphabet Inc,22-06-2015,U.S. Supreme Court rejects Google patent appeal over Street View ,WASHINGTON  June 22 Google Inc will have to defend claims that its Street View mapping software violates patents held by Vederi LLC after the U.S. Supreme Court on Monday declined to take up the company's appeal.,normal
GOOGL,Alphabet Inc,22-06-2015,U.S. Supreme Court rejects Google patent appeal over Street View ,WASHINGTON Google Inc will have to defend claims that its Street View mapping software violates patents held by Vederi LLC after the U.S. Supreme Court on Monday declined to take up the company's appeal.,topStory
GOOGL,Alphabet Inc,22-06-2015,U.S. Supreme Court rejects Google patent appeal over Street View ,WASHINGTON  June 22 Google Inc will have to defend claims that its Street View mapping software violates patents held by Vederi LLC after the U.S. Supreme Court on Monday declined to take up the company's appeal.,normal
GOOG,Alphabet Inc,23-06-2015,Google to remove Confederate flag from Google Shopping  ads ,SAN FRANCISCO Google Inc said on Tuesday it would remove content containing the Confederate flag from its Google Shopping service and ads in the wake of last week's racially motivated mass shooting at a historic black church in South Carolina.,topStory
GOOG,Alphabet Inc,23-06-2015,Google to remove Confederate flag from Google Shopping  ads ,SAN FRANCISCO  June 23 Google Inc said on Tuesday it would remove content containing the Confederate flag from its Google Shopping service and ads in the wake of last week's racially motivated mass shooting at a historic black church in South Carolina.,normal
GOOG,Alphabet Inc,23-06-2015,Getty Images takes Google grievance to EU antitrust regulators ,BRUSSELS Getty Images [GETTY.UL] has become the latest company to take its grievances with Google to EU antitrust regulators as it accused the world's most popular Internet search engine of favoring its own images service at the expense of rivals.,normal
GOOG,Alphabet Inc,23-06-2015,Getty Images takes Google grievance to EU antitrust regulators ,BRUSSELS  June 23 Getty Images has become the latest company to take its grievances with Google  to EU antitrust regulators as it accused the world's most popular Internet search engine of favouring its own images service at the expense of rivals.,normal
GOOGL,Alphabet Inc,23-06-2015,Google to remove Confederate flag from Google Shopping  ads ,SAN FRANCISCO Google Inc said on Tuesday it would remove content containing the Confederate flag from its Google Shopping service and ads in the wake of last week's racially motivated mass shooting at a historic black church in South Carolina.,topStory
GOOGL,Alphabet Inc,23-06-2015,Google to remove Confederate flag from Google Shopping  ads ,SAN FRANCISCO  June 23 Google Inc said on Tuesday it would remove content containing the Confederate flag from its Google Shopping service and ads in the wake of last week's racially motivated mass shooting at a historic black church in South Carolina.,normal
